Email,"First Name","Last Name","Phone Number",Status,"Contact Record Created","IP Address","User Agent",Organization,*domain,*Message,*Sector,*Prod/Service,"*Phone 2",*Fax,*Employees,*Province,*Area,*Town,*Suburb,*Website,*Designation1,*Designation2,*Cell,"*Authoriser E-mail","*Authoriser Full Name","*Authoriser Tel","*Authoriser Cell","*Email 2",*Salut,"*.za.com address","*Premium Address 1","*Premium Address 2","*Premium Address 3","*Opened Campaign Contact Score","*Replied Contact Score","*Forward Email Contact Score","*Clicked Link Contact Score","*Submit Web Form Contact Score","*Visited Web Site Contact Score",Tags
info@delmontcaldowcaterers.co.za,,,(011)-494-1210,,"2018-01-10 13:19:13",127.0.0.1,,"DELMONT CALDOW CATERERS (PTY) LTD",,,HOSPITALITY,CATERERS,,(011)-494-1210,,GT,"SOUTH JOHANNESBURG",AEROTON,AEROTON,www.delmontcaldow.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
info@deurdieblare.co.za,Alta,Scott,(082)-558-3073,,"2018-02-06 10:36:40",105.227.118.83,,"DEUR DIE BLARE FLORAL ART",florist.za.com,,RETAIL,"FLORISTS AND FLOWERS,FLORISTS,FLOWERS",,,"11 - 50",WC,"GARDEN ROUTE","MOSSEL BAY","LITTLE BRAK RIVER",www.deurdieblare.co.za,,,,,,,,,,,,,,2,0,0,0,0,0,Florist
info@dial-a-chef.co.za,,,(021)-930-2273,,"2018-01-10 13:19:07",127.0.0.1,,"DIAL A CHEF",,,HOSPITALITY,CATERERS,,,,WC,"EAST CAPE TOWN",PAROW,PAROW,www.dial-a-chef.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
info@divinetudios.co.za,,,(058)-303-3815,,"2018-01-18 13:50:09",0.0.0.0,,"DIVINE INTERVENTION STUDIOS",photo.za.com,,"GENERAL SERVICES","PHOTOGRAPHERS - AERIAL",,,"1 - 10",FS,"NORTH FREE STATE",BETHLEHEM,BETHLEHEM,,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
info@ebphoto.co.za,"ELAINE ","BANISTER ",(011)-314-4786,,"2018-01-18 13:50:13",127.0.0.1,,"ELAINE BANISTER PHOTOGRAPHY",http://photographer.za.com/,"Wix Website - Directed ","PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",GT,"NORTH EAST JOHANNESBURG",MIDRAND,RANDJIESFONTEIN,www.ebphoto.co.za,,,0832538188,,,,,,,,,,,0,0,0,0,0,0,Photographer
info@eden.co.za,Chris,Leggatt,,,"2018-02-26 13:45:56",0.0.0.0,,"Eden Adventures",,,HOSPITALITY,"TOUR OPERATORS & SAFARIS",(044)-877-0179,,"1 - 10",WC,"GARDEN ROUTE",WILDERNESS,WILDERNESS,www.eden.co.za,"OTHER DIRECTORS & PARTNERS",DIRECTOR,,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
info@effectiveair.co.za,,,(051)-011-7050,,"2018-01-18 09:51:08",0.0.0.0,,"Effective Airconditioning",aircon.za.com,,"GENERAL SERVICES","AIR CONDITIONING INSTA,AIRCONDITIONER AIR CONDITION",,,"11 - 50",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",www.effectiveair.co.za,,,,,,,,,,,,,,4,0,0,0,0,0,"Aircon Lead,Not responding to e-mails"
info@elphoto.co.za,,,,,"2018-01-18 13:50:14",0.0.0.0,,"EVERLASTING LIFE PHOTOGRAPHY",photo.za.com,,"GENERAL SERVICES",PHOTOGRAPHER,,,,GT,"WEST RAND",KRUGERSDORP,LEWISHAM,www.elphoto.co.za,,,(082)-777-6907,,,,,,,,,,,0,0,0,0,0,0,Photographer
info@elpitaphotography.com,,,(051)-522-3084,,"2018-01-18 13:50:09",0.0.0.0,,"ELPITA PHOTOGRAPHY",photo.za.com,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",FS,"CENTRAL FREE STATE",BLOEMFONTEIN,WILGEHOF,www.elpitaphotography.com,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
info@embroideryetc.co.za,Anna-Marie,Jordaan,(012)-664-0813,,"2018-01-12 08:57:17",105.186.219.35,,"EMBROIDERY ETC",gift.za.com,,"MANUFACTURING & PRODUCTION","CORPORATE GIFTS,EMBROIDERY - RETAIL,CORPORATE CLOTHING",,,"51 - 200",GT,"SOUTH PRETORIA",CENTURION,LYTTELTON,www.embroideryetc.co.za,,,,,,,,,,,,,,4,0,0,0,0,0,"Gifting Industry,Opened Both Emails"
info@ewcooling.co.za,,,(011)-026-0006,,"2018-01-18 09:51:06",0.0.0.0,,"E W Cooling Solutions",aircon.za.com,,"GENERAL SERVICES","INSTALLATIONS,AIR CONDITIONING SERVICES,AIRCONDITIONING",,,"11 - 50",GT,"EAST RAND",BOKSBURG,BARDENE,,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
info@exquisitetastes.co.za,,,(011)-466-3112,,"2018-01-10 13:19:11",127.0.0.1,,"EXQUISITE TASTE CATERING",,,HOSPITALITY,CATERERS,,(011)-466-3115,,GT,"NORTH JOHANNESBURG",KYALAMI,KYALAMI,www.exquisitetastes.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
info@extra-dimensions.co.za,,,(011)-486-2957,,"2018-01-12 08:55:17",127.0.0.1,,"EXTRA DIMENSIONS 1261 CC",gift.za.com,,RETAIL,"GIFT SHOPS",,,"11 - 50",GT,"CENTRAL JOHANNESBURG",RANDBURG,PARKVIEW,www.extra-dimensions.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
info@feedempitseng.co.za,,,(011)-439-2300,,"2018-01-10 14:35:47",127.0.0.1,,"FEEDEM PITSENG (PTY) LTD",,,HOSPITALITY,CATERERS,,,,GT,"SOUTH JOHANNESBURG",ALRODE,ALRODE,www.feedempitseng.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
info@fincor.co.za,,,(086)-170-7909,,"2018-02-19 13:56:37",127.0.0.1,,FINCOR,,,"FINANCIAL SERVICES","FINANCE,FINANCIAL MANAGEMENT,INVESTMENTS,FINANCIAL",,,"51 - 200",MP,,WITBANK,WITBANK,,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
info@finso.co.za,,,(051)-412-6470,,"2018-02-19 13:56:28",127.0.0.1,,"FINSO FINANCIAL SOLUTIONS",,,"FINANCIAL SERVICES","INSURANCE SHORT TERM,ACCOUNTING,LIFE INSURANCE",,,"51 - 200",FS,,BLOEMFONTEIN,WILLOWS,,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
info@fionajanestudios.co.za,,,(031)-767-4206,,"2018-01-18 13:50:15",0.0.0.0,,"FIONA JANE STUDIOS",photo.za.com,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",KZN,"CENTRAL DURBAN",KLOOF,KLOOF,www.fionajanestudios.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
info@firstimpression.co.za,BARRY,NEFDT,(021)-447-4477,,"2018-01-12 08:58:04",127.0.0.1,,"FIRST IMPRESSION PROMOTIONS",promotion.za.com,,"PROFESSIONAL SERVICES","GIFTS,PROMOTIONS,PROMOTIONAL GIFTS,PROMOTIONAL ","060 400 3086",(021)-447-2341,"11 - 50",WC,"CAPE TOWN CITY","SALT RIVER","SALT RIVER",www.firstimpression.co.za,"MANAGING DIRECTOR",,(083)-610-0778,,,,,promo@firstimpression.co.za,,,,,,0,0,0,0,0,0,"Gifting Industry,Not responding to e-mails"
info@frenchcorner.co.za,,,(011)-678-3434,,"2018-01-10 14:35:34",127.0.0.1,,"FRENCH CORNER",,,HOSPITALITY,CATERERS,,,,GT,"CENTRAL JOHANNESBURG",RANDBURG,NORTHCLIFF,www.frenchcorner.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
info@futureview.co.za,,,(011)-805-2223,,"2018-02-19 13:56:34",127.0.0.1,,"FUTURE VIEW MANAGEMENT SERVICES",,,"PROFESSIONAL SERVICES","TAX CONSULTANTS,BOOKKEEPING,ACCOUNTING SERVICES",,(011)-805-2229,"11 - 50",GT,,MIDRAND,"HALFWAY HOUSE",www.futureview.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
info@galacticgifts.co.za,,,(011)-918-4268,,"2018-01-12 08:40:15",127.0.0.1,,ADIA,gift.za.com,,"GENERAL SERVICES","ENGRAVERS,GIFTS,GIFTS AND NOVELTIES,ENGRAVING,PROMOTIONS",,,"51 - 200",GT,"EAST RAND",BOKSBURG,BARDENE,www.galacticgifts.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
info@geckoafrica.com,Morne,Coetzer,,,"2018-02-26 13:45:56",0.0.0.0,,"Ghecko Safaris Cc",,,HOSPITALITY,"TOUR OPERATORS & SAFARIS",(021)-913-9281,,"1 - 10",WC,"EAST CAPE TOWN",BELLVILLE,WELGEMOED,www.geckoafrica.com,"OTHER DIRECTORS & PARTNERS",DIRECTOR,(083)-463-3260,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
info@gicmarketing.co.za,,,(012)-329-7764,,"2018-01-12 08:55:35",127.0.0.1,,"GIC MARKETING & CORPORATE SERVICES",marketing.za.com,,"PROFESSIONAL SERVICES","MARKETING CONSULTANTS,CORPORATE BRANDING,ADVERTISING",,,,GT,"CENTRAL PRETORIA","PRETORIA CENTRAL CENTRAL","PRETORIA CENTRAL",www.gicmarketing.co.za,,,(082)-887-4852,,,,,,,,,,,0,0,0,0,0,0,
info@ginsburg.co.za,,,(011)-326-5373,,"2018-02-19 13:56:30",127.0.0.1,,"GINSBURG PRIVATE WEALTH (PTY) LTD (GAC WEALTH)",,,"FINANCIAL SERVICES","FINANCE & INVESTMENT ADVISORS",,(011)-326-5377,"1 - 10",GT,,JOHANNESBURG,CHISLEHURSTON,www.ginsburg.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
info@gistmarketing.co.za,Elze,,(012)-653-5708,,"2018-01-12 08:57:07",127.0.0.1,,"GIST MARKETING SOLUTIONS",gift.za.com,,"GENERAL SERVICES","CORPORATE GIFTS",,,"11 - 50",GT,"SOUTH PRETORIA",CENTURION,HENNOPSPARK,www.gistmarketing.co.za,,,(074)-198-8332,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
info@golfingafrica.com,Linda,Knipe,,,"2018-02-26 13:45:54",0.0.0.0,,"Golfing Africa",,,HOSPITALITY,"TOUR OPERATORS & SAFARIS",(012)-809-0372,(012)-809-0372,"1 - 10",GT,"EAST PRETORIA","SILVER LAKES","SILVER LAKES",www.golfingafrica.com,MD/CEOS,"CHIEF EXECUTIVE OFFICER",(082)-902-0372,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
info@gosafari.co.za,Glen,Findlay,,,"2018-02-26 13:45:55",105.233.228.57,,"Go Safari",,,HOSPITALITY,"TOUR OPERATORS & SAFARIS",(011)-792-6624,(086)-692-5643,"1 - 10",GT,"WEST RAND",ROODEPOORT,BROMHOF,www.gosafari.co.za,"OTHER DIRECTORS & PARTNERS",DIRECTOR,(082)-800-9964,,,,,,,,,,,4,0,0,8,0,10,"travel industry"
info@greenspot.co.za,,,(021)-840-2999,,"2018-01-12 08:58:19",127.0.0.1,,"GREEN SPOT MARKETING",marketing.za.com,"sports and leisure clothing, headgear, business requirements and corporate gifts.  Green Spot Marketing : 021 840 2999 Irma van Wyk: 082 578 6826 Albertyn Maree: 082 937 2597 Jeanne- Lois: 082 730 7755","PROFESSIONAL SERVICES","PROMOTIONAL GIFTS,ADVERTISING SERVICES,GIFTS",,(021)-851-9972,"11 - 50",WC,OVERBERG,"SOMERSET WEST","FERNWOOD ESTATE",www.greenspot.co.za,,,(082)-921-6601,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry,Not responding to e-mails"
info@guillaumeahshene.com,,,,,"2018-01-18 13:50:08",0.0.0.0,,"ART BY GUILAUME CC",photo.za.com,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",EC,"SOUTH EASTERN CAPE","PORT ELIZABETH",SIDWELL,www.guillaumeahshene.com,,,(072)-241-6089,,,,,,,,,,,0,0,0,0,0,0,Photographer
info@hewstone.com,,,(011)-453-4532,,"2018-01-12 08:55:38",127.0.0.1,,"HEWSTONE CORP CC",gift.za.com,,"GENERAL SERVICES","PROMOTIONS,BAGS,GIFTS,PENS",,(011)-453-4532,,GT,"EAST JOHANNESBURG",LETHABONG,DOWERGLEN,www.hewstone.com,,,(082)-613-7898,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
info@homecookingsa.co.za,,,(011)-705-2200,,"2018-01-10 14:35:45",127.0.0.1,,"HOME COOKING",,,HOSPITALITY,"FUNCTIONS,CATERERS,DINING,HOME COOKED,PLANNING,FOOD",,(086)-635-9497238,,GT,"NORTH JOHANNESBURG",FOURWAYS,FOURWAYS,www.homecookingsa.co.za,,,(082)-563-6020,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
info@houseoffunctions.co.za,,,(011)-477-3079,,"2018-01-10 14:35:36",127.0.0.1,,"HOUSE OF FUNCTIONS",,,HOSPITALITY,"DECOR AND DECORATIONS,EVENT ORGANISERS AND SERVICE",,,,GT,"CENTRAL JOHANNESBURG",RANDBURG,NEWLANDS,www.houseoffunctions.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
info@ianfleming.co.za,,,(044)-382-6138,,"2018-01-18 13:50:16",0.0.0.0,,"FLEMING IAN GALLERY",photo.za.com,,"GENERAL SERVICES","COMMERCIAL PHOTOGRAPHERS",,,,WC,"GARDEN ROUTE",KNYSNA,KNYSNA,www.ianfleming.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
info@indunaadventures.com,Jaco,Lubbe,,,"2018-02-26 13:45:55",0.0.0.0,,"Induna Adventures",,,HOSPITALITY,"SAFARIS & TOUR OPERATORS",(013)-737-8308,(086)-676-6031,"1 - 10",MP,MPUMALANGA,HAZYVIEW,HAZYVIEW,www.indunaadventures.com,MD/CEOS,OWNER,(082)-463-2334,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
info@intelligentairconditioning.co.za,,,(011)-042-5472,,"2018-01-18 09:51:08",0.0.0.0,,"Intelligent Air Conditioning",aircon.za.com,,"GENERAL SERVICES","AIR CONDITIONING EQPT AND SYSTEMS,HEATING,REPAIR",,,"11 - 50",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",www.intelligentairconditioning.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
info@isabellagardens.co.za,,,(084)-581-0087,,"2018-03-05 08:05:49",0.0.0.0,,"4 ISABELLA GARDENS","selfcatering.za.com, lodge.za.com",,HOSPITALITY,"ACCOMMODATION - LODGES,ACCOMMODATION - SELF CATERING",,,"11 - 50",KZN,"CENTRAL DURBAN",DURBAN,MORNINGSIDE,,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
info@jamcoolaircon.co.za,,,(012)-377-3311,,"2018-01-18 09:51:09",0.0.0.0,,"Jam Cool Trading",aircon.za.com,,"TRANSPORT & DISTRIBUTION","AIR CONDITIONING SYSTEMS CONSULTANTS,AIR CONDITION",,,,GT,"WEST PRETORIA",DASPOORT,DASPOORT,,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
info@jeffreys-bay-self-catering.co.za,,,(076)-781-3912,,"2018-03-05 08:05:41",0.0.0.0,,"20 HOUTBOSCH BAY",selfcatering.za.com,,HOSPITALITY,"ACCOMMODATION ADDRESS AGENCIES,ACCOMMODATION - GUEST HOUSE",,,"11 - 50",EC,"SOUTH EASTERN CAPE",ASTONBAAI,ASTONBAAI,http://www.jeffreys-bay-self-catering.co.za/,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
info@leisurelodge.co.za,,,(083)-500-9002,,"2018-03-05 08:05:41",0.0.0.0,,"@ LEISURE LODGE B AND B",lodge.za.com,,HOSPITALITY,"LODGE,GUEST LODGE,TOURIST ATTRACTIONS,TOURIST ACCOMODATION",,,"11 - 50",EC,"NORTH EASTERN CAPE","EAST LONDON",STIRLING,www.leisurelodge.co.za,,,,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,Lodge Leads"
info@mpearthcooling.co.za,,,(013)-590-1280,,"2018-01-18 09:51:07",0.0.0.0,,"M P Earthcooling & Repairs",aircon.za.com,,"GENERAL SERVICES","AIR CONDITIONING EQPT AND SYSTEMS,REPAIRS,AIRCONDION",,,"11 - 50",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",,,,,,,,,,,,,,,4,0,0,0,0,0,"Aircon Lead,Not responding to e-mails"
info@nvtvents.co.za,,,(012)-803-5117,,"2018-01-10 14:35:40",127.0.0.1,,"J & I HIRING CATERING & EVENTS",,,HOSPITALITY,CATERERS,,,,GT,"EAST PRETORIA",DONKERHOEK,DONKERHOEK,www.nvtivents.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
info@origins.co.za,,,(013)-712-5055,,"2018-03-05 08:05:51",0.0.0.0,,"BARBERTON MOUNTAIN LODGE",lodge.za.com,,HOSPITALITY,"MOUNTAIN LODGE",,(013)-712-2305,,MP,MPUMALANGA,BARBERTON,BARBERTON,www.origins.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
info@photocentre.co.za,,,,,"2018-01-18 13:50:12",0.0.0.0,,"ARCHANGEL PHOTOGRAPHICS",photo.za.com,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",GT,"EAST RAND",BENONI,BENONI,,,,(084)-208-2860,,,,,,,,,,,0,0,0,0,0,0,Photographer
info@photosbydrika.co.za,,,,,"2018-01-18 13:50:17",0.0.0.0,,"DRIKA BESTER PHOTOGRAPHY",photo.za.com,,HOSPITALITY,"WEDDING PHOTOGRAPHERS",,,,WC,"GARDEN ROUTE",GEORGE,GEORGE,www.photosbydrika.co.za,,,(072)-600-8452,,,,,,,,,,,0,0,0,0,0,0,Photographer
info@pridesafaris.co.za,Fanie,Terblanche,,,"2018-02-26 13:45:55",197.228.0.253,,"Pride Safaris",,,HOSPITALITY,"SAFARIS & TOUR OPERATORS",(012)-663-8723,(012)-663-3064,"1 - 10",GT,"SOUTH PRETORIA",CENTURION,VERWOERDBURGSTAD,www.pridesafaris.co.za,MD/CEOS,OWNER,(082)-881-2690,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,travel industry"
info@pro-air.co.za,,,(012)-347-1717,,"2018-01-18 09:51:09",0.0.0.0,,"Aaa Pro Air",aircon.za.com,,"GENERAL SERVICES","CASSETTES,INTERNET PUBLISHING,AIRCONDITIONING",,(012)-347-0619,"11 - 50",GT,"SOUTH PRETORIA",ERASMUSRAND,ERASMUSRAND,www.pro-air.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
info@stephanie-janines.co.za,NICKY,GELDENHUYS,(041)-373-8841,,"2018-02-06 10:36:31",41.13.232.140,,BEGIFTED,florist.za.com,"BEGIFTED STEPHANIE & JANINE'S FLORIST & GIFTS.  beautiful arrangements, hampers and gifts.",RETAIL,"GIFTS,HAMPERS,GIFT BASKETS AND HAMPERS,TELEFLORIST",,,"11 - 50",EC,"SOUTH EASTERN CAPE","PORT ELIZABETH","PARSONS HILL",www.sjflorist.co.za,OWNER,,,,,,,,,,,,,4,0,0,0,0,0,"Opened Both Emails,Florist"
info@thebannerfactory.co.za,,,(031)-701-1669,,"2018-01-18 13:50:15",0.0.0.0,,"BANNER FACTORY THE",photo.za.com,,HOSPITALITY,"WEDDING PHOTOGRAPHERS",,,,KZN,"CENTRAL DURBAN",PINETOWN,PINETOWN,www.thebannerfactory.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
iqqatering@yahoo.com,,,(011)-074-4725,,"2018-01-10 14:35:33",127.0.0.1,,"IQBAL CATERING COMPANY (PTY) LTD",,,HOSPITALITY,"CATERERS,COOKS,FOOD,CATERING STAFF,CATERING MACHINE",,,,GT,"CENTRAL JOHANNESBURG",SANDTON,"BENMORE GARDENS",,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
irene@caelex.co.za,,,(012)-327-5404,,"2018-01-18 09:51:09",0.0.0.0,,"Caelex Parts & Service",aircon.za.com,,AUTOMOTIVE,"ALARMS,ALL AREAS,AA,IGNITION,BATTERIES,SOLENOIDS",,,"11 - 50",GT,"WEST PRETORIA",WESKOP,WESKOP,www.caelex.co.za,,,,,,,,,,,,,,4,0,0,0,0,0,"Aircon Lead,Not responding to e-mails"
isabellt@sharedirect.co.za,ISABELL,TREURNICH,"(012)- 644-0111",,"2018-01-10 13:19:03",127.0.0.1,,"SHARE DIRECT",,,"FINANCIAL SERVICES","PLANNING AND MANAGEMENT,FINANCIAL ANALYSIS","(012)- 644-0111",,"51 - 200",GT,"GAUTENG - GENERAL",PRETORIA,CENTURION,www.sharedirect.co.za,OWNER,OWNER,,,,,,,,,,,,0,0,0,0,0,0,
isaiah.masongwa@gmail.com,,,(012)-252-1363,,"2018-02-06 10:36:38",0.0.0.0,,BUBBLES,florist.za.com,,HOSPITALITY,"FLORISTS AND FLOWERS,FLOWER DELIVERIES,WEDDINGS",,,"11 - 50",NW,"NORTH WEST",BRITS,BRITS,,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
ismail@windward.co.za,Ismail,Abdullah,(021)-510-0961,,"2018-02-26 13:45:56",0.0.0.0,,"24-7 Windward Coach Charters",,,HOSPITALITY,"TOUR,ASSISTANCE,SAFARIS AND OPERATORS,TRAIN TOURSN",(021)-510-0961,(021)-510-2243,"11 - 50",WC,"CAPE TOWN CITY",MAITLAND,BROOKLYN,www.windward.co.za,MD/CEOS,"OWNER, WINDWARD CHARTERS",,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
isybel@mweb.co.za,ISYBEL,OTTO,(012)-665-1946,,"2018-01-12 08:57:03",197.86.218.21,,"CHIVINDI TRADING CC",gift.za.com,,"TRANSPORT & DISTRIBUTION","CORPORATE GIFTS SUPPLIERS",,(086)-512-3602,"11 - 50",GT,"SOUTH PRETORIA",CENTURION,HIGHVELD,,MD/CEOS,OWNER,(072)-231-8200,,,,,,,,,,,4,0,0,0,0,0,"Gifting Industry,Opened Both Emails"
ivan@financial-workshop.co.za,IVAN,KRUG,,,"2018-02-19 13:56:38",127.0.0.1,,"FIN WORKSHOP (CAPE) (PTY) LTD",,,"FINANCIAL SERVICES","INVESTMENT SOLUTION PROVIDERS",(021)-551-5957,(086)-597-7681,"51 - 200",WC,,MILNERTON,MILNERTON,www.financial-workshop.co.za,SALES,"SALES DIRECTOR",(083)-455-6539,,,,,,,,,,,0,0,0,0,0,0,Investment
jaco@algroup.co.za,,,(021)-510-0262,,"2018-01-12 08:40:48",127.0.0.1,,"ASSOCIATED INDUSTRIES",gift.za.com,,"GENERAL SERVICES","CORPORATE GIFTS",,(021)-510-0263,"11 - 50",WC,"CAPE TOWN CITY",MAITLAND,MAITLAND,www.algroup.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
janine@cactusblue.co.za,JANINE,TEBBUTT,(082)-460-6990,,"2018-01-12 08:57:35",41.13.56.151,,"CACTUS BLUE PROMOTIONS",gift.za.com,,"TRANSPORT & DISTRIBUTION","PROMOTIONAL GIFTS DISTRIBUTORS",(082)-460-6990,,"1 - 10",GT,"WEST RAND",ROODEPOORT,BROMHOF,"No website",MD/CEOS,OWNER,(082)-460-6990,,,,,,,,,,,4,0,0,0,0,0,"Gifting Industry,Opened Both Emails"
jean.mbuli@everitt.co.za,JEAN,,(011)-312-6761,,"2018-02-19 13:56:34",127.0.0.1,,"CHAS EVERITT",,,"REAL ESTATE INDUSTRY","PROPERTY SALES,PROPERTIES FOR RENT,INVESTMENT ",,,"51 - 200",GT,,MIDRAND,"HALFWAY HOUSE",www.,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
jean@aspenandco.co.za,Jean,Badenhorst,(021)-424-6511,,"2018-02-06 10:36:38",41.145.86.83,,"ASPEN FLOWERS & CO",florist.za.com,,RETAIL,"FLORISTS & FLOWERS",,,"11 - 50",WC,"CAPE TOWN CITY","CITY CENTRE","CAPE TOWN CITY CENTRE",www.aspenandco.co.za,Director,,,,,,,,,,,,,8,0,0,0,0,0,"Opened Both Emails,Florist"
jeffmobilekitchen@telkomsa.net,,,(011)-989-4012,,"2018-01-10 14:35:50",127.0.0.1,,"JEFFS MOBILE KITCHEN",,,HOSPITALITY,CATERERS,,(011)-989-3972,,GT,"WEST JOHANNESBURG",SOWETO,DOBSONVILLE,,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
jenna@samsungair.co.za,Jenna,Lemos,(021)-556-8292,,"2018-01-18 09:51:15",0.0.0.0,,"Fourways Airconditioning Kzn",aircon.za.com,,"TRANSPORT & DISTRIBUTION","AIRCONDITIONING DISTRIBUTORS",,(021)-556-8294,"51 - 200",WC,"NORTH CAPE TOWN",BLOUBERG,"TABLE VIEW",,SALES,"SALES DIRECTOR",,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
jennifer@bronsair.co.za,Jennifer,Klostermann,(011)-493-3278,,"2018-01-18 09:51:05",0.0.0.0,,"Bronsair (Pty) Ltd",aircon.za.com,,"GENERAL SERVICES","AIRCON & REFRIGERATION SERVICE",,(011)-493-0447,"51 - 200",GT,"CENTRAL JOHANNESBURG",JOHANNESBURG,SELBY,,"OTHER DIRECTORS & PARTNERS",DIRECTOR,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
jennij@bluestrawberry.co.za,,,(031)-579-1436,,"2018-01-10 13:19:12",127.0.0.1,,"BLUE STRAWBERRY CATERERS",,,HOSPITALITY,CATERERS,,(031)-579-4641,,KZN,"CENTRAL DURBAN","DURBAN NORTH","SPRINGFIELD PARK",www.mychef.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
jenny@bcis.co.za,JENNY,MEYER,(021)-007-1500,,"2018-02-19 13:56:38",127.0.0.1,,"BOUTIQUE COLLECTIVE INVESTMENTS",,,"FINANCIAL SERVICES","COLLECTIVE INVESTMENT SERVICES",,,"11 - 50",WC,,"CAPE TOWN",BELLVILLE,www.bcis.co.za,"OTHER POSITIONS","FOUNDER AND CEO",,,,,,,,,,,,0,0,0,0,0,0,Investment
jerome@sharenet.co.za,"Jerome ",Wyngaard,(021)-700-4828,,"2018-01-10 13:19:04",127.0.0.1,,"SHARENET (PTY) LTD",,,"FINANCIAL SERVICES","CFD,FINANCIAL ANALYSIS, PLANNING AND MANAGEMENT,SH",,(021)-700-4802,"51 - 200",WC,"SOUTHERN SUBURBS",STEENBERG,STEENBERG,www.sharenet.co.za,,,(076)-909-7702,,,,,,,,,,,0,0,0,0,0,0,
jitenk@ithealth.co.za,Jiten,,0833809168,,"2018-01-11 12:33:06",41.160.182.148,,"IT Health",,,ITH,ITH,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,
jmcarvalho42@hotmail.com,JOSE,CARVALHO,(011)-394-0418,,"2018-01-10 14:35:43",127.0.0.1,,JOSES,,,HOSPITALITY,CATERERS,,(011)-394-0419,78,GT,"EAST RAND","KEMPTON PARK","KEMPTON PARK",,"DIRECTORS ",DIRECTOR,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
